ID;Street;AdmArea;District;SpeedLimit;TransportLimit;TimeLimit;RoadConditionsLimit;CommissioningDate;AreaCoordinates;global_id;geodata_center;geoarea
241;3-й Кадашёвский переулок;Центральный административный округ;район Якиманка;30;нет;нет;нет;;"55.741994,37.622509; 55.741991,37.622583; 55.742002,37.622651; 55.742316,37.624123; 55.742377,37.624435; 55.742409,37.624687; 55.742437,37.625046";2306336356;;
242;3-й Колобовский переулок;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.76799,37.617138; 55.769119,37.617776; 55.769352,37.617835";2306336357;;
243;3-й Монетчиковский переулок;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.730463,37.629679; 55.731545,37.629396; 55.732073,37.629398; 55.732839,37.629245; 55.733651,37.628887";2306336358;;
244;3-й Обыденский переулок;Центральный административный округ;район Хамовники;30;нет;нет;нет;;"55.74217,37.603276; 55.74329,37.605121";2306336359;;
245;4-й Котельнический переулок;Центральный административный округ;Таганский район;30;нет;нет;нет;;"55.741689,37.645675; 55.742127,37.647006; 55.742136,37.647098; 55.742127,37.647174; 55.742103,37.647245";2306336360;;
246;5-й Котельнический переулок;Центральный административный округ;Таганский район;30;нет;нет;нет;;"55.740816,37.646161; 55.741105,37.646993; 55.741382,37.647633; 55.741425,37.647745; 55.741587,37.648481; 55.741601,37.648532; 55.741617,37.648568; 55.74179,37.648885; 55.742225,37.65011#55.742271,37.650081; 55.742761,37.652251";2306336361;;
247;5-й Монетчиковский переулок;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.732071,37.629401; 55.732767,37.634601";2306336362;;
248;6-й Монетчиковский переулок;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.733393,37.632078; 55.733367,37.632112; 55.730819,37.633574";2306336363;;
250;Ананьевский переулок;Центральный административный округ;Красносельский район;30;нет;нет;нет;;"55.771967,37.637232; 55.770669,37.636685; 55.770256,37.636616";2306336365;;
251;улица Арбат;Центральный административный округ;район Арбат;30;нет;нет;нет;;"55.74673,37.582705; 55.74936,37.590946; 55.750513,37.595008; 55.750576,37.595193; 55.75142,37.597131; 55.751771,37.598126; 55.751836,37.598335; 55.75234,37.600409";2306336366;;
252;Арбатский переулок;Центральный административный округ;район Арбат;30;нет;нет;нет;;"55.751429,37.597167; 55.752746,37.596902";2306336367;;
254;Архангельский переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.76005,37.638835; 55.760584,37.637664; 55.76063,37.637611; 55.76068,37.637613; 55.762247,37.638658; 55.762308,37.638724; 55.763106,37.639711; 55.763554,37.640444";2306336369;;
255;улица Балчуг;Центральный административный округ;[район Замоскворечье, район Якиманка];30;нет;нет;нет;;"55.746542,37.626077; 55.747833,37.625636; 55.748236,37.625339; 55.748553,37.625207";2306336370;;
256;Банковский переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.761953,37.635713; 55.762471,37.634662";2306336371;;
257;проезд без названия;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.75992,37.648632; 55.759416,37.649221; 55.759376,37.649309; 55.759373,37.649429; 55.759443,37.650123; 55.759708,37.651805";2306336372;;
258;улица Бахрушина;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.731452,37.637835; 55.735673,37.635159; 55.737424,37.633827";2306336373;;
259;Белгородский проезд;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.759541,37.647058; 55.760159,37.646654; 55.760223,37.646597; 55.76027,37.64654; 55.760311,37.646475; 55.760338,37.646384; 55.760344,37.646265; 55.760347,37.646017";2306336374;;
260;Берников переулок;Центральный административный округ;Таганский район;30;нет;нет;нет;;"55.747791,37.649739; 55.749304,37.65043";2306336375;;
261;Берниковская набережная;Центральный административный округ;Таганский район;50;нет;нет;нет;;"55.748572,37.64542; 55.748644,37.64557; 55.748654,37.645607; 55.748944,37.647227; 55.749186,37.648875; 55.749206,37.649054; 55.749585,37.653936; 55.74962,37.654319; 55.749676,37.654677; 55.749898,37.65586";2306336376;;
262;Берсеневская набережная;Центральный административный округ;район Якиманка;30;нет;нет;нет;;"55.740066,37.608596; 55.7409,37.608625; 55.741009,37.608644; 55.741562,37.608763; 55.742838,37.609184; 55.744102,37.609848; 55.744179,37.609913; 55.745501,37.611574; 55.745716,37.611904";2306336377;;
263;проезд без названия;Центральный административный округ;район Якиманка;30;нет;нет;нет;;"55.74163,37.60878; 55.740523,37.611179";2306336378;;
264;Бобров переулок;Центральный административный округ;Красносельский район;30;нет;нет;нет;;"55.765559,37.632477; 55.765499,37.634284; 55.765486,37.634399; 55.765451,37.634494; 55.764978,37.635151; 55.764467,37.636611";2306336379;;
265;Богословский переулок;Центральный административный округ;Пресненский район;30;нет;нет;нет;;"55.763804,37.597706; 55.76224,37.599923; 55.761781,37.60172";2306336380;;
266;Богоявленский переулок;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.756942,37.622228; 55.75546,37.624754";2306336381;;
267;Болотная набережная;Центральный административный округ;район Якиманка;50;нет;нет;нет;;"55.74333,37.615217; 55.744621,37.617765; 55.744766,37.61811; 55.745083,37.61893; 55.745233,37.619342; 55.745355,37.619715; 55.745558,37.620369; 55.745629,37.620538; 55.745695,37.620645; 55.74577,37.620757; 55.745883,37.620956; 55.745928,37.621041";2306336382;;
268;Болотная набережная;Центральный административный округ;район Якиманка;30;нет;нет;нет;;"55.739621,37.610177; 55.742343,37.613146; 55.742448,37.613323; 55.742555,37.613521; 55.742668,37.61377; 55.742911,37.61438; 55.743008,37.61469; 55.74306,37.614816; 55.74307,37.61487; 55.743078,37.614922; 55.743073,37.614973; 55.743065,37.615028";2306336383;;
269;улица Большая Дмитровка;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.766372,37.609674; 55.764863,37.611243; 55.759587,37.616187; 55.758552,37.617494; 55.758488,37.617543; 55.758428,37.617562; 55.758358,37.617557; 55.758293,37.617538; 55.758246,37.617509";2306336384;;
270;улица Большая Лубянка;Центральный административный округ;[Красносельский район, Мещанский район, Тверской район];50;нет;нет;нет;;"55.76636,37.631439; 55.766229,37.631322; 55.765687,37.631037; 55.765608,37.630962; 55.764886,37.630117; 55.764747,37.629993; 55.763128,37.628729; 55.761805,37.627882; 55.761412,37.627604; 55.759868,37.626241; 55.759811,37.626175; 55.759759,37.626089; 55.759725,37.625985; 55.759696,37.625879; 55.759547,37.624879";2306336385;;
271;улица Большая Молчановка;Центральный административный округ;район Арбат;30;нет;нет;нет;;"55.753451,37.586678; 55.753389,37.58938; 55.753168,37.591249; 55.753174,37.591305; 55.753187,37.591329; 55.753206,37.591354; 55.753319,37.591429; 55.75334,37.591454; 55.75335,37.591474; 55.753359,37.591502; 55.753351,37.591932; 55.753344,37.591969; 55.753333,37.591993; 55.753314,37.592011; 55.753181,37.592031; 55.753163,37.592041; 55.75315,37.592068; 55.753143,37.592096; 55.753172,37.593497; 55.753186,37.593553; 55.75321,37.593602; 55.753528,37.593911; 55.753287,37.594844; 55.753273,37.594926; 55.753271,37.595025; 55.753312,37.595958; 55.753329,37.596042; 55.753352,37.596123; 55.753523,37.596503; 55.753546,37.596561; 55.753562,37.596639; 55.753568,37.596839; 55.753578,37.596916; 55.75364,37.597088";2306336386;;
272;Большая Никитская улица;Центральный административный округ;[район Арбат, Пресненский район, Тверской район];30;нет;нет;нет;;"55.758882,37.584821; 55.757875,37.589433; 55.75786,37.589553; 55.757278,37.596258; 55.757273,37.59657; 55.757296,37.596883; 55.757336,37.597151; 55.757452,37.597699; 55.757508,37.597984; 55.757533,37.598235; 55.757549,37.598455; 55.757565,37.598756; 55.757083,37.601858; 55.756815,37.604081; 55.756568,37.605593; 55.756237,37.607035; 55.755691,37.608659; 55.754568,37.612245";2306336387;;
273;Большая Татарская улица;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.743578,37.631057; 55.742407,37.631216; 55.742339,37.631248; 55.735982,37.636323";2306336388;;
274;Большой Афанасьевский переулок;Центральный административный округ;[район Арбат, район Хамовники];30;нет;нет;нет;;"55.751436,37.597167; 55.750731,37.597297; 55.750598,37.597308; 55.749509,37.597256; 55.749299,37.597266; 55.747455,37.597432; 55.74507,37.597492; 55.744942,37.597528; 55.74483,37.597596";2306336389;;
275;Большой Ватин переулок;Центральный административный округ;Таганский район;30;нет;нет;нет;;"55.746407,37.645135; 55.747568,37.645431; 55.747956,37.645421; 55.748002,37.645437; 55.748047,37.645478; 55.748076,37.645534; 55.748188,37.645874";2306336390;;
276;Большой Златоустинский переулок;Центральный административный округ;[Басманный район, Красносельский район];30;нет;нет;нет;;"55.757582,37.633772; 55.759299,37.631805; 55.759386,37.631743; 55.76016,37.631375; 55.76021,37.631344; 55.760251,37.63131; 55.760281,37.631272";2306336391;;
277;Большой Знаменский переулок;Центральный административный округ;район Хамовники;30;нет;нет;нет;;"55.745281,37.603641; 55.746167,37.60184; 55.746241,37.601705; 55.746332,37.601595; 55.746408,37.601534; 55.746489,37.601511; 55.746577,37.601523; 55.749336,37.603496";2306336392;;
278;Большой Казённый переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.759713,37.65183; 55.759846,37.653153; 55.760388,37.65746";2306336393;;
279;Большой Каретный переулок;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.7734,37.615959; 55.770867,37.616425; 55.770817,37.616421; 55.770773,37.616377; 55.770743,37.616318; 55.77071,37.61628; 55.770658,37.616266; 55.769414,37.616274";2306336394;;
280;Большой Кисельный переулок;Центральный административный округ;Мещанский район;30;нет;нет;нет;;"55.764991,37.623625; 55.764658,37.628265; 55.764501,37.629775";2306336395;;
281;Большой Кисловский переулок;Центральный административный округ;район Арбат;30;нет;нет;нет;;"55.752798,37.605476; 55.755215,37.606624; 55.755262,37.606658; 55.756099,37.607423";2306336396;;
282;Большой Козихинский переулок;Центральный административный округ;Пресненский район;30;нет;нет;нет;;"55.761526,37.599203; 55.763655,37.596077; 55.763813,37.595869; 55.765953,37.593644";2306336397;;
283;Большой Козловский переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.765502,37.648008; 55.766524,37.647468; 55.767904,37.646491; 55.768452,37.644717";2306336398;;
284;Большой Лёвшинский переулок;Центральный административный округ;район Хамовники;30;нет;нет;нет;;"55.741233,37.584916; 55.741596,37.586192; 55.74246,37.588625; 55.743219,37.590155; 55.743971,37.591223";2306336399;;
285;Большой Николоворобинский переулок;Центральный административный округ;Таганский район;30;нет;нет;нет;;"55.750887,37.648521; 55.750471,37.648696; 55.752148,37.647981; 55.753006,37.648179";2306336400;;
286;Большой Овчинниковский переулок;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.744348,37.627729; 55.744412,37.628325; 55.744415,37.628422; 55.744347,37.62847; 55.744018,37.628632; 55.743978,37.628656; 55.743764,37.629075; 55.743603,37.630015; 55.743583,37.631122; 55.743737,37.632346";2306336401;;
287;Большой Ордынский переулок;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.734565,37.624396; 55.734839,37.627704";2306336402;;
289;Большой Татарский переулок;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.735675,37.635159; 55.736764,37.63934";2306336404;;
290;Большой Толмачёвский переулок;Центральный административный округ;[район Замоскворечье, район Якиманка];30;нет;нет;нет;;"55.74023,37.618703; 55.740486,37.620187; 55.740557,37.621777; 55.740506,37.624797";2306336405;;
291;Большой Трёхсвятительский переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.755156,37.642916; 55.755202,37.648046";2306336406;;
292;Большой Устьинский мост;Центральный административный округ;[район Замоскворечье, Таганский район];50;нет;нет;нет;;"55.749245,37.641238; 55.749124,37.641192; 55.748955,37.641059; 55.748865,37.640959; 55.746279,37.637315; 55.74566,37.636369; 55.745441,37.63616";2306336407;;
293;Большой Харитоньевский переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.763423,37.642363; 55.764147,37.643736; 55.764316,37.644102; 55.764867,37.645534; 55.765032,37.64603; 55.765156,37.646499; 55.766513,37.652619";2306336408;;
294;Большой Черкасский переулок;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.758771,37.625019; 55.757085,37.626455; 55.756449,37.62708; 55.755597,37.627824";2306336409;;
295;Борисоглебский переулок;Центральный административный округ;район Арбат;30;нет;нет;нет;;"55.75282,37.58937; 55.753209,37.589353; 55.753385,37.589374; 55.75397,37.58962; 55.754064,37.589679; 55.754253,37.589845; 55.754612,37.590211; 55.754771,37.590409; 55.755397,37.591353";2306336410;;
296;Брюсов переулок;Центральный административный округ;[Пресненский район, Тверской район];30;нет;нет;нет;;"55.756963,37.60489; 55.757293,37.605112; 55.7586,37.606653; 55.758979,37.607184; 55.759522,37.607818; 55.759629,37.607995; 55.759739,37.608194; 55.759819,37.608411; 55.760317,37.610262";2306336411;;
297;Варсонофьевский переулок;Центральный административный округ;Мещанский район;30;нет;нет;нет;;"55.763437,37.623804; 55.763232,37.62787; 55.763148,37.62853";2306336413;;
298;Верхняя Радищевская улица;Центральный административный округ;Таганский район;50;нет;нет;нет;;"55.742628,37.653916; 55.744524,37.649137; 55.744688,37.648911; 55.74576,37.648448";2306336414;;
299;Вишняковский переулок;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.735431,37.62794; 55.735844,37.629386; 55.737697,37.634555";2306336415;;
300;улица Воронцово Поле;Центральный административный округ;[Басманный район, Таганский район];50;нет;нет;нет;;"55.753011,37.647162; 55.753034,37.647637; 55.752985,37.648957; 55.752988,37.649296; 55.753003,37.649636; 55.753038,37.649924; 55.753486,37.652262; 55.753529,37.652416; 55.753554,37.652513; 55.753835,37.653371; 55.753914,37.653546; 55.754351,37.654334; 55.754374,37.654371; 55.754393,37.654414; 55.75442,37.654475; 55.754475,37.654613; 55.754501,37.654732; 55.754536,37.65488; 55.75475,37.656102; 55.7548,37.65657; 55.754801,37.656708; 55.754789,37.656861";2306336416;;
301;Воротниковский переулок;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.771212,37.600847; 55.770734,37.601278; 55.769738,37.602448; 55.769677,37.602515; 55.769633,37.602551; 55.768627,37.603212";2306336417;;
302;Вспольный переулок;Центральный административный округ;Пресненский район;30;нет;нет;нет;;"55.759435,37.586758; 55.762506,37.588636; 55.762798,37.588853; 55.762875,37.588939; 55.762922,37.588998";2306336418;;
303;Гагаринский переулок;Центральный административный округ;район Хамовники;30;нет;нет;нет;;"55.745166,37.58906; 55.744719,37.595316; 55.74484,37.597936; 55.744935,37.598957; 55.74518,37.600507";2306336419;;
304;Глазовский переулок;Центральный административный округ;[район Арбат, район Хамовники];30;нет;нет;нет;;"55.743818,37.584139; 55.74417,37.587464; 55.744146,37.588306";2306336420;;
305;Гоголевский бульвар;Центральный административный округ;[район Арбат, район Хамовники];50;нет;нет;нет;;"55.75269,37.60065; 55.751652,37.600617; 55.751524,37.600596; 55.75139,37.60052; 55.75097,37.600141; 55.746645,37.599288; 55.74542,37.600081; 55.744646,37.601635; 55.744411,37.602187#55.744787,37.602682; 55.744984,37.602421; 55.745125,37.60214; 55.745472,37.601293; 55.745628,37.600902; 55.745695,37.600776; 55.745772,37.600681; 55.745882,37.600591; 55.746604,37.600125; 55.746705,37.600084; 55.746819,37.600062; 55.746929,37.60007; 55.750864,37.600898; 55.751001,37.600895; 55.751403,37.600825; 55.751562,37.600823; 55.751835,37.600865; 55.752695,37.600896";2306336421;;
306;Голиковский переулок;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.740813,37.626544; 55.740342,37.626571; 55.740304,37.626578; 55.740276,37.626598; 55.740261,37.626628; 55.740178,37.627001; 55.740165,37.627037; 55.740148,37.627067; 55.74011,37.627079; 55.738754,37.626969; 55.738716,37.626982; 55.738694,37.627039; 55.738701,37.628294";2306336422;;
307;Гончарная улица;Центральный административный округ;Таганский район;30;нет;нет;нет;;"55.746661,37.644322; 55.746415,37.645103; 55.746208,37.645519; 55.746147,37.645613; 55.745165,37.646831; 55.744784,37.64743; 55.744389,37.648289; 55.744342,37.648367; 55.74428,37.64844; 55.742157,37.65018; 55.740832,37.651336";2306336423;;
308;Гончарный проезд;Центральный административный округ;Таганский район;50;нет;нет;нет;;"55.737969,37.648037; 55.740455,37.651645; 55.740528,37.651781; 55.740575,37.651869; 55.740681,37.652333; 55.740722,37.652452; 55.740786,37.652556; 55.740965,37.652723";2306336425;;
309;Гусятников переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.765603,37.638892; 55.765029,37.640237; 55.763798,37.64273";2306336426;;
310;Даев переулок;Центральный административный округ;Красносельский район;30;нет;нет;нет;;"55.770651,37.632684; 55.770475,37.6344; 55.770262,37.636611; 55.770231,37.636842; 55.770069,37.637584; 55.76934,37.64001; 55.76876,37.641049";2306336427;;
311;Девяткин переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.759726,37.638468; 55.759098,37.639401; 55.759057,37.639474; 55.758981,37.639553; 55.75857,37.639864";2306336428;;
312;Дегтярный переулок;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.767452,37.600933; 55.767839,37.601588; 55.768317,37.602572; 55.76842,37.60279; 55.768513,37.603026; 55.768623,37.603378; 55.768821,37.604068; 55.768846,37.604183; 55.768893,37.604442; 55.768913,37.604575; 55.769029,37.60572";2306336429;;
313;Денежный переулок;Центральный административный округ;[район Арбат, район Хамовники];30;нет;нет;нет;;"55.747438,37.584927; 55.747428,37.585008; 55.747403,37.585089; 55.747361,37.585133; 55.747326,37.585162; 55.744133,37.587494; 55.742628,37.588405; 55.742559,37.588477; 55.742516,37.588521; 55.742468,37.588605";2306336430;;
314;Дурасовский переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.754956,37.648716; 55.754122,37.651177; 55.753241,37.650858";2306336431;;
315;Ермолаевский переулок;Центральный административный округ;[Пресненский район, Тверской район];30;нет;нет;нет;;"55.76302,37.589152; 55.763878,37.590514; 55.764627,37.590984; 55.764762,37.591127; 55.765166,37.59173; 55.765211,37.591791; 55.765237,37.591859; 55.766368,37.59466; 55.766403,37.59481; 55.766408,37.594929; 55.766412,37.594936; 55.766418,37.595086; 55.766366,37.595849; 55.766347,37.595924; 55.766318,37.595992";2306336432;;
316;улица Жуковского;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.764432,37.644538; 55.763532,37.64545; 55.76336,37.645664; 55.761777,37.648154";2306336433;;
317;Звонарский переулок;Центральный административный округ;Мещанский район;30;нет;нет;нет;;"55.764748,37.620151; 55.764397,37.623531";2306336435;;
318;Землянский переулок;Центральный административный округ;Таганский район;30;нет;нет;нет;;"55.747389,37.651664; 55.746554,37.651119; 55.745677,37.650806";2306336436;;
319;Иверский переулок;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.73664,37.624357; 55.736628,37.625582";2306336437;;
320;Казарменный переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.756019,37.648133; 55.756614,37.650091; 55.756658,37.650275; 55.757058,37.652092";2306336438;;
321;Калашный переулок;Центральный административный округ;[район Арбат, Пресненский район];30;нет;нет;нет;;"55.757387,37.599776; 55.757262,37.599791; 55.757129,37.599849; 55.757005,37.599942; 55.755185,37.601578; 55.755082,37.601639; 55.754519,37.601948; 55.753577,37.602376";2306336439;;
322;улица Каретный Ряд;Центральный административный округ;Тверской район;50;нет;нет;нет;;"55.773083,37.609058; 55.773033,37.609088; 55.770213,37.611727";2306336440;;
323;Карманицкий переулок;Центральный административный округ;район Арбат;30;нет;нет;нет;;"55.748359,37.582869; 55.748583,37.584067; 55.748625,37.58425; 55.749708,37.587579";2306336441;;
324;Колокольников переулок;Центральный административный округ;[Красносельский район, Мещанский район];30;нет;нет;нет;;"55.767989,37.624166; 55.767883,37.625498; 55.767857,37.626021; 55.768109,37.631032; 55.768106,37.631799";2306336442;;
325;Колпачный переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.759033,37.643211; 55.758586,37.643233; 55.758559,37.643244; 55.758464,37.643228; 55.758345,37.643162; 55.75697,37.641802; 55.756931,37.641775; 55.756859,37.641772; 55.755383,37.642144";2306336443;;
326;Колымажный переулок;Центральный административный округ;[район Арбат, район Хамовники];30;нет;нет;нет;;"55.748872,37.60059; 55.748733,37.60259; 55.748723,37.60275; 55.748715,37.602781; 55.748696,37.602846; 55.74867,37.602921; 55.748635,37.603035; 55.747125,37.607231";2306336444;;
327;Комиссариатский переулок;Центральный административный округ;район Замоскворечье;30;нет;нет;нет;;"55.742107,37.638167; 55.743187,37.641733";2306336445;;
328;Композиторская улица;Центральный административный округ;район Арбат;30;нет;нет;нет;;"55.750751,37.583409; 55.751612,37.587199; 55.751634,37.587304; 55.751638,37.587448; 55.751646,37.587524; 55.751653,37.58876; 55.751641,37.588815; 55.751612,37.588891; 55.7516,37.588909; 55.75143,37.589132; 55.75141,37.589197; 55.751406,37.589299; 55.751416,37.589342; 55.751541,37.590011";2306336446;;
329;Коробейников переулок;Центральный административный округ;район Хамовники;30;нет;нет;нет;;"55.739584,37.596392; 55.738823,37.598332; 55.738639,37.598809; 55.738541,37.599032; 55.738328,37.599485; 55.736974,37.602038";2306336447;;
330;Космодамианская набережная;Центральный административный округ;район Замоскворечье;50;нет;нет;нет;;"55.746663,37.637545; 55.746412,37.637991; 55.746102,37.638503; 55.745723,37.639091; 55.745541,37.639376; 55.745125,37.639878; 55.744837,37.640191; 55.743288,37.641738; 55.741771,37.643056; 55.740858,37.643645; 55.738279,37.644982; 55.736351,37.645751; 55.734583,37.646832; 55.731453,37.648824; 55.731095,37.649043; 55.730876,37.649261";2306336448;;
331;Костянский переулок;Центральный административный округ;Красносельский район;30;нет;нет;нет;;"55.770255,37.636612; 55.770005,37.636585; 55.768409,37.635918; 55.767885,37.63567; 55.766659,37.634802";2306336449;;
332;Котельническая набережная;Центральный административный округ;Таганский район;50;нет;нет;нет;;"55.746977,37.640666; 55.745575,37.642119; 55.743592,37.644113; 55.743545,37.644165; 55.741953,37.645503; 55.741898,37.645533; 55.740818,37.646143";2306336450;;
333;Крапивенский переулок;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.766028,37.615704; 55.767443,37.618095";2306336451;;
334;Крестовоздвиженский переулок;Центральный административный округ;район Арбат;30;нет;нет;нет;;"55.750554,37.604181; 55.752142,37.605085; 55.752757,37.605445";2306336452;;
335;Кривоколенный переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.76097,37.632069; 55.76065,37.632893; 55.760632,37.632955; 55.76063,37.633022; 55.760654,37.633107; 55.761632,37.635056; 55.761763,37.635349; 55.761887,37.635611; 55.761952,37.635699; 55.762508,37.636899; 55.76254,37.637017; 55.762627,37.637381; 55.76264,37.637467; 55.762634,37.637541; 55.762618,37.637621; 55.762609,37.637649; 55.762256,37.638653";2306336453;;
336;Кропоткинский переулок;Центральный административный округ;район Хамовники;30;нет;нет;нет;;"55.741774,37.586775; 55.740778,37.588269; 55.739999,37.589722; 55.739922,37.589848; 55.738398,37.592463; 55.737712,37.593876; 55.737345,37.594946";2306336454;;
337;улица Кузнецкий Мост;Центральный административный округ;[Мещанский район, Тверской район];30;нет;нет;нет;;"55.760589,37.615329; 55.760792,37.616039; 55.761253,37.617301; 55.761433,37.617805; 55.761458,37.617867; 55.761467,37.61794; 55.761481,37.618047; 55.761483,37.618371; 55.761488,37.618572; 55.761666,37.620104; 55.762134,37.623498; 55.762136,37.623564; 55.762028,37.624925; 55.761986,37.625347; 55.761924,37.625855; 55.761839,37.626367; 55.761599,37.627474; 55.761592,37.627504; 55.761585,37.627555; 55.761582,37.627601; 55.76158,37.627641; 55.761591,37.627702; 55.761608,37.627723";2306336455;;
338;Курсовой переулок;Центральный административный округ;район Хамовники;30;нет;нет;нет;;"55.739524,37.604823; 55.741388,37.605892; 55.741424,37.605902; 55.741546,37.605936; 55.743015,37.60585";2306336456;;
339;Лебяжий переулок;Центральный административный округ;район Хамовники;30;нет;нет;нет;;"55.746931,37.608976; 55.748064,37.610342";2306336458;;
340;Лихов переулок;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.771218,37.612363; 55.77321,37.612433";2306336459;;
341;Лубочный переулок;Центральный административный округ;район Якиманка;50;нет;нет;нет;;"55.746417,37.624928; 55.746533,37.62605";2306336460;;
342;Лубянский проезд;Центральный административный округ;[Басманный район, Таганский район, Тверской район];50;нет;нет;нет;;"55.760478,37.626602; 55.758915,37.62869; 55.757942,37.63006; 55.757836,37.630249; 55.757522,37.630845; 55.757357,37.631185; 55.757192,37.631487; 55.757158,37.631531; 55.756217,37.632664; 55.755675,37.633326; 55.754972,37.634181; 55.754948,37.634201; 55.754886,37.634246; 55.754496,37.634536; 55.754344,37.634664; 55.753907,37.634954; 55.753882,37.634996; 55.753861,37.635053; 55.753848,37.635141; 55.753858,37.635448";2306336461;;
343;Лыщиков переулок;Центральный административный округ;Таганский район;30;нет;нет;нет;;"55.74806,37.654275; 55.747218,37.654055";2306336462;;
344;Лялин переулок;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.761094,37.650671; 55.761047,37.650772; 55.760787,37.65112; 55.760759,37.651151; 55.760389,37.651508; 55.760336,37.651551; 55.760291,37.651581; 55.760274,37.651585; 55.759724,37.651801; 55.75969,37.651815; 55.758033,37.652762; 55.756361,37.653708; 55.756334,37.653717; 55.756326,37.653715; 55.756303,37.653696; 55.756288,37.653652; 55.756244,37.653366";2306336463;;
345;улица Макаренко;Центральный административный округ;Басманный район;30;нет;нет;нет;;"55.760879,37.645901; 55.761344,37.647095; 55.761726,37.648062; 55.76177,37.648175; 55.761918,37.649068; 55.761924,37.649095; 55.761933,37.649116; 55.762002,37.649316";2306336464;;
346;Малая Бронная улица;Центральный административный округ;Пресненский район;30;нет;нет;нет;;"55.765779,37.59074; 55.765215,37.59181; 55.763664,37.593945; 55.76259,37.595245; 55.760994,37.596369; 55.760059,37.596759; 55.759883,37.596854; 55.759704,37.597009; 55.759609,37.597127; 55.759445,37.597331; 55.75929,37.59752; 55.759174,37.597675; 55.759021,37.597868; 55.75894,37.597976; 55.758869,37.598101; 55.75879,37.598266; 55.758663,37.598525; 55.758591,37.598677";2306336465;;
347;улица Малая Дмитровка;Центральный административный округ;Тверской район;30;нет;нет;нет;;"55.772406,37.604525; 55.770336,37.60538; 55.769042,37.60581; 55.766547,37.606649; 55.766405,37.606695; 55.766328,37.606752; 55.766314,37.606767; 55.765721,37.60756; 55.765612,37.607707";2306336466;;
348;улица Малая Лубянка;Центральный административный округ;Красносельский район;30;нет;нет;нет;;"55.764816,37.631168; 55.764229,37.630976; 55.7641,37.630933; 55.763461,37.630724; 55.762922,37.63054; 55.761756,37.630046; 55.76154,37.629924; 55.761478,37.629885; 55.761389,37.629818; 55.7612,37.629673; 55.761098,37.629592";2306336467;;
352;Малый Афанасьевский переулок;Центральный административный округ;район Арбат;30;нет;нет;нет;;"55.750593,37.597303; 55.750985,37.59993; 55.750989,37.599973; 55.750992,37.600015; 55.750994,37.600047; 55.750992,37.600114; 55.750987,37.600185";2306336471;;
353;Малый Знаменский переулок;Центральный административный округ;[район Арбат, район Хамовники];30;нет;нет;нет;;"55.746506,37.606137; 55.747284,37.603976; 55.74729,37.603963; 55.747297,37.603965; 55.747981,37.604865; 55.749731,37.606758";2306336472;;
354;Малый Ивановский переулок;Центральный административный округ;[Басманный район, Таганский район];30;нет;нет;нет;;"55.755237,37.639933; 55.754992,37.640653; 55.754986,37.640665; 55.754977,37.64068; 55.754964,37.6407; 55.754956,37.640713; 55.754899,37.640771; 55.754578,37.641021; 55.754338,37.641089; 55.754087,37.641045; 55.752953,37.640614";2306336473;;
